"","intercept","slope","t_slope","p_slope","F_value"
"1",1.28892411563675,0.318317139705421,13.0704179395108,1.33294026317811e-19,170.835825113486
"2",0.683272663342605,0.357351797842906,17.4830754839499,1.1970478618744e-25,305.657928377489
"3",1.13600144434654,0.253289539634462,13.7717207488256,1.14801102671595e-20,189.660292383634
"4",1.38758679614991,0.244124857244773,15.3611468967025,5.58933676595951e-23,235.964833982072
"5",0.910455693030191,0.331002098242856,10.3451243054006,3.2776348314894e-15,107.02159689419
"6",2.05422017514244,0.208141634550791,18.4815992940053,3.9357045222135e-27,341.569512464177
"7",1.15897305775775,0.254697300658718,14.3099519111203,1.82492910375427e-21,204.774723698574
"8",2.41132164800403,0.234457767359022,28.9769946531124,3.94346168530995e-38,839.666219126503
"9",1.26972269029273,0.220790990837168,12.4035729258512,1.4543693747661e-18,153.84862132691
"10",1.15890218070355,0.257308131481557,15.3992105661174,4.93936025360491e-23,237.135686059622
"11",1.36003619275824,0.283917963642569,15.6494375129913,2.20119249866325e-23,244.904894473019
"12",1.01267693827071,0.387908639197121,15.7588001687348,1.54988027544899e-23,248.339782758118
"13",0.799571909375889,0.296005396210264,12.8710436237253,2.70729914893015e-19,165.663763963839
"14",0.0502051607635686,0.234117693726284,8.74527568692202,1.19655560935251e-11,76.4798468402695
"15",1.31657551883252,0.148143389142334,6.39538014080456,2.82936860621583e-08,40.9008871453973
"16",1.02827603803194,0.386534195126692,19.4731623249961,2.37099038563399e-28,379.204050935649
"17",1.05411844346774,0.25340067780672,12.4534958772085,3.71175098535874e-18,155.089559563648
"18",1.15769792708463,0.287849721789223,14.4881985879403,1.0006372704731e-21,209.907898323596
"19",1.29309304398994,0.258498907602892,21.1390823288517,3.25002832468134e-29,446.860801705968
"20",1.47486189412127,0.253715954959467,12.1505120140883,3.65534930203738e-18,147.634942204503
"21",1.39443827598283,0.233434858544694,15.5586708166259,2.94846234164479e-23,242.072237580125
"22",1.34703439393807,0.240065641477534,12.4820102598851,1.09477370712661e-18,155.800580127877
